URL,CURRENT_INTERNATIONAL,CURRENT_MARKET_VALUE
https://www.transfermarkt.com/joshua-tenkorang/profil/spieler/527180,Italy,€200k
https://www.transfermarkt.com/christian-acella/profil/spieler/610881,Italy,€150k
https://www.transfermarkt.com/luca-borghesan/profil/spieler/937424,Italy,€50k
https://www.transfermarkt.com/jaime-baez/profil/spieler/238654,Uruguay,€1.20m
https://www.transfermarkt.com/cristian-buonaiuto/profil/spieler/187384,Italy,€800k
https://www.transfermarkt.com/luca-zanimacchia/profil/spieler/407265,Italy,€1.80m
https://www.transfermarkt.com/dennis-politic/profil/spieler/470152,Romania,€150k
https://www.transfermarkt.com/cyriel-dessers/profil/spieler/317806,Nigeria,€5.00m
https://www.transfermarkt.com/david-okereke/profil/spieler/413605,Nigeria,€4.00m
https://www.transfermarkt.com/frank-tsadjout/profil/spieler/392545,Italy,€1.20m
https://www.transfermarkt.com/samuel-di-carmine/profil/spieler/45389,Italy,€350k
https://www.transfermarkt.com/daniel-ciofani/profil/spieler/29605,Italy,€200k
https://www.transfermarkt.com/alberto-basso-ricci/profil/spieler/727865,Italy,€100k
https://www.transfermarkt.com/emil-audero/profil/spieler/256339,Italy,€6.00m
https://www.transfermarkt.com/nikita-contini/profil/spieler/250683,Italy,€500k
https://www.transfermarkt.com/martin-turk/profil/spieler/700643,Slovenia,€400k
https://www.transfermarkt.com/elia-tantalocchi/profil/spieler/818703,Italy,€100k
https://www.transfermarkt.com/nicola-ravaglia/profil/spieler/42796,Italy,€100k
https://www.transfermarkt.com/federico-zorzi/profil/spieler/731469,Italy,€10k
https://www.transfermarkt.com/omar-colley/profil/spieler/174733,The Gambia,€3.00m
https://www.transfermarkt.com/maxime-leverbe/profil/spieler/451310,France,€1.20m
https://www.transfermarkt.com/jeison-murillo/profil/spieler/131102,Colombia,€1.00m
https://www.transfermarkt.com/marios-oikonomou/profil/spieler/174488,Greece,€300k
https://www.transfermarkt.com/lorenzo-villa/profil/spieler/823525,Italy,€75k
https://www.transfermarkt.com/arttu-lotjonen/profil/spieler/660581,Finland,€25k
https://www.transfermarkt.com/tommaso-augello/profil/spieler/284595,Italy,€2.00m
https://www.transfermarkt.com/nicola-murru/profil/spieler/171399,Italy,€1.00m
https://www.transfermarkt.com/andrea-conti/profil/spieler/111227,Italy,€500k
https://www.transfermarkt.com/harry-winks/profil/spieler/249126,England,€10.00m
https://www.transfermarkt.com/tomas-rincon/profil/spieler/75942,Venezuela,€800k
https://www.transfermarkt.com/flavio-paoletti/profil/spieler/622801,Italy,€800k
https://www.transfermarkt.com/gerard-yepes/profil/spieler/624436,Spain,€500k
https://www.transfermarkt.com/michael-cuisance/profil/spieler/344600,France,€3.00m
https://www.transfermarkt.com/simone-trimboli/profil/spieler/487839,Italy,€600k
https://www.transfermarkt.com/telasco-segovia/profil/spieler/858719,Venezuela,€500k
https://www.transfermarkt.com/mehdi-leris/profil/spieler/348601,Algeria,€2.50m
https://www.transfermarkt.com/lorenzo-malagrida/profil/spieler/698110,Italy,€400k
https://www.transfermarkt.com/abdelhamid-sabiri/profil/spieler/340394,Morocco,€2.50m
https://www.transfermarkt.com/valerio-verre/profil/spieler/162961,Italy,€1.80m
https://www.transfermarkt.com/filip-djuricic/profil/spieler/94307,Serbia,€1.80m
https://www.transfermarkt.com/jese/profil/spieler/134936,Spain,€1.00m
https://www.transfermarkt.com/samuel-ntanda/profil/spieler/641036,Belgium,NA
https://www.transfermarkt.com/ignacio-pussetto/profil/spieler/283528,Argentina,€2.50m
https://www.transfermarkt.com/manuel-de-luca/profil/spieler/375816,Italy,€2.00m
https://www.transfermarkt.com/manolo-gabbiadini/profil/spieler/112343,Italy,€2.00m
https://www.transfermarkt.com/daniele-montevago/profil/spieler/678441,Italy,€800k
https://www.transfermarkt.com/fabio-quagliarella/profil/spieler/22328,Italy,€500k
https://www.transfermarkt.com/mihailo-ivanovic/profil/spieler/849865,Serbia,€150k
https://www.transfermarkt.com/manuel-neuer/profil/spieler/17259,Germany,€7.00m
https://www.transfermarkt.com/yann-sommer/profil/spieler/42205,Switzerland,€5.00m
https://www.transfermarkt.com/sven-ulreich/profil/spieler/40680,Germany,€700k
https://www.transfermarkt.com/johannes-schenk/profil/spieler/604326,Germany,€300k
https://www.transfermarkt.com/matthijs-de-ligt/profil/spieler/326031,Netherlands,€75.00m
https://www.transfermarkt.com/dayot-upamecano/profil/spieler/344695,France,€60.00m
https://www.transfermarkt.com/lucas-hernandez/profil/spieler/281963,France,€45.00m
https://www.transfermarkt.com/justin-janitzek/profil/spieler/639580,Germany,€500k
https://www.transfermarkt.com/liam-morrison/profil/spieler/567114,Scotland,€300k
https://www.transfermarkt.com/gabriel-marusic/profil/spieler/604322,Croatia,€150k
https://www.transfermarkt.com/alphonso-davies/profil/spieler/424204,Canada,€70.00m
https://www.transfermarkt.com/daley-blind/profil/spieler/12282,Netherlands,€3.00m
https://www.transfermarkt.com/benjamin-pavard/profil/spieler/353366,France,€40.00m
https://www.transfermarkt.com/noussair-mazraoui/profil/spieler/340456,Morocco,€28.00m
https://www.transfermarkt.com/josip-stanisic/profil/spieler/483046,Croatia,€12.00m
https://www.transfermarkt.com/bouna-sarr/profil/spieler/190685,Senegal,€2.00m
https://www.transfermarkt.com/joshua-kimmich/profil/spieler/161056,Germany,€75.00m
https://www.transfermarkt.com/aleksandar-pavlovic/profil/spieler/792380,Germany,NA
https://www.transfermarkt.com/leon-goretzka/profil/spieler/153084,Germany,€45.00m
https://www.transfermarkt.com/ryan-gravenberch/profil/spieler/478573,Netherlands,€30.00m
https://www.transfermarkt.com/jamal-musiala/profil/spieler/580195,Germany,€110.00m
https://www.transfermarkt.com/paul-wanner/profil/spieler/900909,Germany,€3.00m
https://www.transfermarkt.com/arijon-ibrahimovic/profil/spieler/744728,Germany,€1.00m
https://www.transfermarkt.com/kingsley-coman/profil/spieler/243714,France,€65.00m
https://www.transfermarkt.com/sadio-mane/profil/spieler/200512,Senegal,€25.00m
https://www.transfermarkt.com/gabriel-vidovic/profil/spieler/604327,Croatia,€2.50m
https://www.transfermarkt.com/leroy-sane/profil/spieler/192565,Germany,€65.00m
https://www.transfermarkt.com/serge-gnabry/profil/spieler/159471,Germany,€55.00m
https://www.transfermarkt.com/thomas-muller/profil/spieler/58358,Germany,€12.00m
https://www.transfermarkt.com/mathys-tel/profil/spieler/801734,France,€20.00m
https://www.transfermarkt.com/eric-maxim-choupo-moting/profil/spieler/45660,Cameroon,€5.00m
https://www.transfermarkt.com/gregor-kobel/profil/spieler/257814,Switzerland,€35.00m
https://www.transfermarkt.com/marcel-lotka/profil/spieler/453737,Germany,€1.50m
https://www.transfermarkt.com/alexander-meyer/profil/spieler/76158,Germany,€1.00m
https://www.transfermarkt.com/luca-unbehaun/profil/spieler/388815,Germany,€650k
https://www.transfermarkt.com/silas-ostrzinski/profil/spieler/684116,Germany,€150k
https://www.transfermarkt.com/nico-schlotterbeck/profil/spieler/388198,Germany,€40.00m
https://www.transfermarkt.com/niklas-sule/profil/spieler/166601,Germany,€35.00m
https://www.transfermarkt.com/mats-hummels/profil/spieler/39728,Germany,€6.00m
https://www.transfermarkt.com/soumaila-coulibaly/profil/spieler/659513,France,€1.00m
https://www.transfermarkt.com/antonios-papadopoulos/profil/spieler/482573,Germany,€600k
https://www.transfermarkt.com/raphael-guerreiro/profil/spieler/170986,Portugal,€20.00m
https://www.transfermarkt.com/tom-rothe/profil/spieler/798043,Germany,€3.50m
https://www.transfermarkt.com/nico-schulz/profil/spieler/85867,Germany,€1.00m
https://www.transfermarkt.com/julian-ryerson/profil/spieler/370789,Norway,€13.00m
https://www.transfermarkt.com/marius-wolf/profil/spieler/193900,Germany,€10.00m
https://www.transfermarkt.com/thomas-meunier/profil/spieler/100986,Belgium,€5.00m
https://www.transfermarkt.com/felix-passlack/profil/spieler/274461,Germany,€1.50m
https://www.transfermarkt.com/mateu-morey-bauza/profil/spieler/388513,Spain,€1.00m
https://www.transfermarkt.com/emre-can/profil/spieler/119296,Germany,€14.00m
https://www.transfermarkt.com/salih-ozcan/profil/spieler/244940,Turkey,€13.00m
https://www.transfermarkt.com/abdoulaye-kamara/profil/spieler/718232,France,€1.00m
https://www.transfermarkt.com/jude-bellingham/profil/spieler/581678,England,€120.00m
https://www.transfermarkt.com/mahmoud-dahoud/profil/spieler/191422,Germany,€12.00m
https://www.transfermarkt.com/marco-pasalic/profil/spieler/395928,Croatia,€350k
https://www.transfermarkt.com/julian-brandt/profil/spieler/187492,Germany,€40.00m
https://www.transfermarkt.com/giovanni-reyna/profil/spieler/504215,United States,€25.00m
https://www.transfermarkt.com/marco-reus/profil/spieler/35207,Germany,€7.00m
https://www.transfermarkt.com/goktan-gurpuz/profil/spieler/655912,Turkey,€300k
https://www.transfermarkt.com/karim-adeyemi/profil/spieler/496094,Germany,€40.00m
https://www.transfermarkt.com/jamie-bynoe-gittens/profil/spieler/670882,England,€14.00m
https://www.transfermarkt.com/thorgan-hazard/profil/spieler/102226,Belgium,€7.00m
https://www.transfermarkt.com/donyell-malen/profil/spieler/326029,Netherlands,€28.00m
https://www.transfermarkt.com/julien-duranville/profil/spieler/819215,Belgium,€8.50m
https://www.transfermarkt.com/justin-njinmah/profil/spieler/596153,Germany,€800k
https://www.transfermarkt.com/sebastien-haller/profil/spieler/181375,Cote d'Ivoire,€30.00m
https://www.transfermarkt.com/youssoufa-moukoko/profil/spieler/467720,Germany,€30.00m
https://www.transfermarkt.com/anthony-modeste/profil/spieler/50512,France,€700k
https://www.transfermarkt.com/peter-gulacsi/profil/spieler/57071,Hungary,€5.00m
https://www.transfermarkt.com/janis-blaswich/profil/spieler/81173,Germany,€2.50m
https://www.transfermarkt.com/orjan-nyland/profil/spieler/73517,Norway,€600k
https://www.transfermarkt.com/oskar-preil/profil/spieler/710045,Germany,€200k
https://www.transfermarkt.com/jonas-nickisch/profil/spieler/665971,Germany,€200k
https://www.transfermarkt.com/timo-schlieck/profil/spieler/897425,Germany,€200k
https://www.transfermarkt.com/josko-gvardiol/profil/spieler/475959,Croatia,€75.00m
https://www.transfermarkt.com/mohamed-simakan/profil/spieler/666234,France,€25.00m
https://www.transfermarkt.com/willi-orban/profil/spieler/93740,Hungary,€10.00m
https://www.transfermarkt.com/david-raum/profil/spieler/318204,Germany,€14.00m
https://www.transfermarkt.com/marcel-halstenberg/profil/spieler/70243,Germany,€3.50m
https://www.transfermarkt.com/sanoussy-ba/profil/spieler/717346,Germany,€500k
https://www.transfermarkt.com/benjamin-henrichs/profil/spieler/202591,Germany,€15.00m
https://www.transfermarkt.com/lukas-klostermann/profil/spieler/215599,Germany,€12.00m
https://www.transfermarkt.com/konrad-laimer/profil/spieler/223967,Austria,€28.00m
https://www.transfermarkt.com/xaver-schlager/profil/spieler/223979,Austria,€22.00m
https://www.transfermarkt.com/amadou-haidara/profil/spieler/402008,Mali,€17.00m
https://www.transfermarkt.com/kevin-kampl/profil/spieler/53418,Slovenia,€3.50m
https://www.transfermarkt.com/dominik-szoboszlai/profil/spieler/451276,Hungary,€50.00m
https://www.transfermarkt.com/dani-olmo/profil/spieler/293385,Spain,€40.00m
https://www.transfermarkt.com/emil-forsberg/profil/spieler/111078,Sweden,€7.00m
https://www.transfermarkt.com/caden-clark/profil/spieler/742297,United States,€2.00m
https://www.transfermarkt.com/hugo-novoa/profil/spieler/668276,Spain,€4.30m
https://www.transfermarkt.com/christopher-nkunku/profil/spieler/344381,France,€80.00m
https://www.transfermarkt.com/timo-werner/profil/spieler/170527,Germany,€25.00m
https://www.transfermarkt.com/andre-silva/profil/spieler/198008,Portugal,€15.00m
https://www.transfermarkt.com/yussuf-poulsen/profil/spieler/157635,Denmark,€7.00m
https://www.transfermarkt.com/lukas-hradecky/profil/spieler/48015,Finland,€2.50m
https://www.transfermarkt.com/andrey-lunev/profil/spieler/112541,Russia,€1.20m
https://www.transfermarkt.com/niklas-lomb/profil/spieler/85543,Germany,€250k
https://www.transfermarkt.com/maximilian-neutgens/profil/spieler/696022,Germany,NA
https://www.transfermarkt.com/piero-hincapie/profil/spieler/659813,Ecuador,€35.00m
https://www.transfermarkt.com/edmond-tapsoba/profil/spieler/564545,Burkina Faso,€30.00m
https://www.transfermarkt.com/jonathan-tah/profil/spieler/196357,Germany,€20.00m
https://www.transfermarkt.com/odilon-kossounou/profil/spieler/644771,Cote d'Ivoire,€18.00m
https://www.transfermarkt.com/madi-monamay/profil/spieler/937113,Belgium,NA
https://www.transfermarkt.com/mitchel-bakker/profil/spieler/361065,Netherlands,€9.00m
https://www.transfermarkt.com/daley-sinkgraven/profil/spieler/215099,Netherlands,€2.50m
https://www.transfermarkt.com/jeremie-frimpong/profil/spieler/484547,Netherlands,€40.00m
https://www.transfermarkt.com/timothy-fosu-mensah/profil/spieler/315131,Netherlands,€2.00m
https://www.transfermarkt.com/robert-andrich/profil/spieler/159088,Germany,€11.00m
https://www.transfermarkt.com/noah-mbamba/profil/spieler/743395,Belgium,€3.00m
https://www.transfermarkt.com/ayman-azhil/profil/spieler/452068,Morocco,€400k
https://www.transfermarkt.com/joshua-eze/profil/spieler/606079,Germany,€200k
https://www.transfermarkt.com/leon-kohl/profil/spieler/696024,Germany,NA
https://www.transfermarkt.com/exequiel-palacios/profil/spieler/401578,Argentina,€22.00m
https://www.transfermarkt.com/kerem-demirbay/profil/spieler/125858,Germany,€6.00m
https://www.transfermarkt.com/nadiem-amiri/profil/spieler/232454,Germany,€6.00m
https://www.transfermarkt.com/charles-aranguiz/profil/spieler/89701,Chile,€3.50m
https://www.transfermarkt.com/zidan-sertdemir/profil/spieler/788445,Denmark,€1.00m
https://www.transfermarkt.com/florian-wirtz/profil/spieler/598577,Germany,€85.00m
https://www.transfermarkt.com/ayman-aourir/profil/spieler/696027,Germany,NA
https://www.transfermarkt.com/amine-adli/profil/spieler/532776,France,€20.00m
https://www.transfermarkt.com/paulinho/profil/spieler/428791,Brazil,€7.50m
https://www.transfermarkt.com/moussa-diaby/profil/spieler/395516,France,€50.00m
https://www.transfermarkt.com/karim-bellarabi/profil/spieler/61087,Germany,€1.50m
https://www.transfermarkt.com/patrik-schick/profil/spieler/242086,Czech Republic,€25.00m
https://www.transfermarkt.com/adam-hlozek/profil/spieler/552057,Czech Republic,€18.00m
https://www.transfermarkt.com/sardar-azmoun/profil/spieler/180337,Iran,€12.00m
https://www.transfermarkt.com/joel-pohjanpalo/profil/spieler/173491,Finland,€3.50m
https://www.transfermarkt.com/kevin-trapp/profil/spieler/45672,Germany,€8.50m
https://www.transfermarkt.com/diant-ramaj/profil/spieler/448705,Germany,€750k
https://www.transfermarkt.com/jannik-horz/profil/spieler/586229,Germany,€200k
https://www.transfermarkt.com/jens-grahl/profil/spieler/40034,Germany,€200k
https://www.transfermarkt.com/simon-simoni/profil/spieler/726120,Albania,€200k
https://www.transfermarkt.com/evan-ndicka/profil/spieler/371149,Cote d'Ivoire,€28.00m
https://www.transfermarkt.com/tuta/profil/spieler/546213,Brazil,€15.00m
https://www.transfermarkt.com/hrvoje-smolcic/profil/spieler/571299,Croatia,€4.00m
https://www.transfermarkt.com/almamy-toure/profil/spieler/216181,Mali,€2.50m
https://www.transfermarkt.com/jerome-onguene/profil/spieler/272638,Cameroon,€2.00m
https://www.transfermarkt.com/makoto-hasebe/profil/spieler/39259,Japan,€800k
https://www.transfermarkt.com/dario-gebuhr/profil/spieler/666168,Germany,€400k
https://www.transfermarkt.com/philipp-max/profil/spieler/111275,Germany,€3.00m
https://www.transfermarkt.com/christopher-lenz/profil/spieler/159844,Germany,€2.50m
https://www.transfermarkt.com/jan-schroder/profil/spieler/610798,Germany,€200k
https://www.transfermarkt.com/aurelio-buta/profil/spieler/258039,Portugal,€8.00m
https://www.transfermarkt.com/timothy-chandler/profil/spieler/49723,United States,€700k
https://www.transfermarkt.com/kristijan-jakic/profil/spieler/374954,Croatia,€7.00m
https://www.transfermarkt.com/djibril-sow/profil/spieler/212723,Switzerland,€22.00m
https://www.transfermarkt.com/sebastian-rode/profil/spieler/44466,Germany,€2.00m
https://www.transfermarkt.com/marcel-wenig/profil/spieler/654872,Germany,€800k
https://www.transfermarkt.com/mehdi-loune/profil/spieler/519869,Germany,€300k
https://www.transfermarkt.com/junior-dina-ebimbe/profil/spieler/536482,France,€10.00m
https://www.transfermarkt.com/jesper-lindstrom/profil/spieler/513245,Denmark,€28.00m
https://www.transfermarkt.com/daichi-kamada/profil/spieler/356141,Japan,€27.00m
https://www.transfermarkt.com/mario-gotze/profil/spieler/74842,Germany,€12.00m
https://www.transfermarkt.com/paxten-aaronson/profil/spieler/795738,United States,€4.50m
https://www.transfermarkt.com/faride-alidou/profil/spieler/456492,Germany,€2.50m
https://www.transfermarkt.com/ansgar-knauff/profil/spieler/429874,Germany,€8.00m
https://www.transfermarkt.com/jens-petter-hauge/profil/spieler/422355,Norway,€2.50m
https://www.transfermarkt.com/randal-kolo-muani/profil/spieler/487969,France,€80.00m
https://www.transfermarkt.com/rafael-borre/profil/spieler/323831,Colombia,€9.00m
https://www.transfermarkt.com/lucas-alario/profil/spieler/193782,Argentina,€2.50m
https://www.transfermarkt.com/nacho-ferri/profil/spieler/867357,Spain,€500k
https://www.transfermarkt.com/jan-olschowsky/profil/spieler/455922,Germany,€800k
https://www.transfermarkt.com/tobias-sippel/profil/spieler/31653,Germany,€400k
https://www.transfermarkt.com/moritz-nicolas/profil/spieler/284270,Germany,€350k
https://www.transfermarkt.com/florian-dimmer/profil/spieler/912447,Germany,€100k
https://www.transfermarkt.com/maximilian-brull/profil/spieler/596103,Germany,€75k
https://www.transfermarkt.com/nico-elvedi/profil/spieler/192635,Switzerland,€18.00m
https://www.transfermarkt.com/jordan-beyer/profil/spieler/403898,Germany,€16.00m
https://www.transfermarkt.com/ko-itakura/profil/spieler/355816,Japan,€12.00m
https://www.transfermarkt.com/marvin-friedrich/profil/spieler/196231,Germany,€4.00m
https://www.transfermarkt.com/tony-jantschke/profil/spieler/47587,Germany,€600k
https://www.transfermarkt.com/mamadou-doucoure/profil/spieler/340480,France,€100k
https://www.transfermarkt.com/ramy-bensebaini/profil/spieler/284732,Algeria,€20.00m
https://www.transfermarkt.com/luca-netz/profil/spieler/524285,Germany,€6.50m
https://www.transfermarkt.com/joe-scally/profil/spieler/504153,United States,€12.00m
https://www.transfermarkt.com/stefan-lainer/profil/spieler/85791,Austria,€3.00m
https://www.transfermarkt.com/simon-walde/profil/spieler/912455,Germany,€500k
https://www.transfermarkt.com/julian-weigl/profil/spieler/196792,Germany,€10.00m
https://www.transfermarkt.com/christoph-kramer/profil/spieler/82097,Germany,€2.50m
https://www.transfermarkt.com/manu-kone/profil/spieler/624690,France,€40.00m
https://www.transfermarkt.com/florian-neuhaus/profil/spieler/278332,Germany,€12.00m
https://www.transfermarkt.com/oscar-fraulo/profil/spieler/610428,Denmark,€2.00m
https://www.transfermarkt.com/rocco-reitz/profil/spieler/467434,Germany,€800k
https://www.transfermarkt.com/lars-stindl/profil/spieler/48298,Germany,€1.00m
https://www.transfermarkt.com/conor-noss/profil/spieler/520857,Ireland,€400k
https://www.transfermarkt.com/torben-musel/profil/spieler/368860,Germany,€200k
https://www.transfermarkt.com/alassane-plea/profil/spieler/167329,France,€8.00m
https://www.transfermarkt.com/hannes-wolf/profil/spieler/321070,Austria,€3.00m
https://www.transfermarkt.com/yvandro-borges-sanches/profil/spieler/586659,Luxembourg,€1.50m
https://www.transfermarkt.com/jonas-hofmann/profil/spieler/7161,Germany,€13.00m
https://www.transfermarkt.com/patrick-herrmann/profil/spieler/32711,Germany,€1.50m
https://www.transfermarkt.com/marcus-thuram/profil/spieler/318528,France,€32.00m
https://www.transfermarkt.com/semir-telalovic/profil/spieler/583767,Germany,€350k
https://www.transfermarkt.com/koen-casteels/profil/spieler/108880,Belgium,€8.00m
https://www.transfermarkt.com/pavao-pervan/profil/spieler/51977,Austria,€400k
https://www.transfermarkt.com/philipp-schulze/profil/spieler/574203,Germany,€200k
https://www.transfermarkt.com/niklas-klinger/profil/spieler/192268,Germany,€100k
https://www.transfermarkt.com/micky-van-de-ven/profil/spieler/557459,Netherlands,€30.00m
https://www.transfermarkt.com/maxence-lacroix/profil/spieler/434224,France,€17.00m
https://www.transfermarkt.com/sebastiaan-bornauw/profil/spieler/338629,Belgium,€8.50m
https://www.transfermarkt.com/david-odogu/profil/spieler/897423,Germany,NA
https://www.transfermarkt.com/paulo-otavio/profil/spieler/221611,Brazil,€4.00m
https://www.transfermarkt.com/jerome-roussillon/profil/spieler/127076,Guadeloupe,€3.00m
https://www.transfermarkt.com/ridle-baku/profil/spieler/327251,Germany,€13.00m
https://www.transfermarkt.com/kilian-fischer/profil/spieler/435796,Germany,€2.00m
https://www.transfermarkt.com/bartol-franjic/profil/spieler/370998,Croatia,€3.00m
https://www.transfermarkt.com/josuha-guilavogui/profil/spieler/93704,France,€2.00m
https://www.transfermarkt.com/mattias-svanberg/profil/spieler/342405,Sweden,€18.00m
https://www.transfermarkt.com/maximilian-arnold/profil/spieler/117674,Germany,€14.00m
https://www.transfermarkt.com/yannick-gerhardt/profil/spieler/119277,Germany,€6.00m
https://www.transfermarkt.com/kevin-paredes/profil/spieler/711517,United States,€5.00m
https://www.transfermarkt.com/felix-nmecha/profil/spieler/406640,Germany,€15.00m
https://www.transfermarkt.com/lukas-ambros/profil/spieler/671548,Czech Republic,€200k
https://www.transfermarkt.com/jakub-kaminski/profil/spieler/407098,Poland,€12.00m
https://www.transfermarkt.com/patrick-wimmer/profil/spieler/533295,Austria,€18.00m
https://www.transfermarkt.com/luca-waldschmidt/profil/spieler/196095,Germany,€3.00m
https://www.transfermarkt.com/maximilian-philipp/profil/spieler/143891,Germany,€2.00m
https://www.transfermarkt.com/max-kruse/profil/spieler/36182,Germany,€900k
https://www.transfermarkt.com/jonas-wind/profil/spieler/391004,Denmark,€14.00m
https://www.transfermarkt.com/lukas-nmecha/profil/spieler/314288,Germany,€12.00m
https://www.transfermarkt.com/omar-marmoush/profil/spieler/445939,Egypt,€6.00m
https://www.transfermarkt.com/bartosz-bialek/profil/spieler/535551,Poland,€3.00m
https://www.transfermarkt.com/dzenan-pejcinovic/profil/spieler/819636,Germany,€1.00m
https://www.transfermarkt.com/mark-flekken/profil/spieler/125714,Netherlands,€10.00m
https://www.transfermarkt.com/noah-atubolu/profil/spieler/526845,Germany,€3.50m
https://www.transfermarkt.com/benjamin-uphoff/profil/spieler/120296,Germany,€500k
https://www.transfermarkt.com/philipp-lienhart/profil/spieler/225657,Austria,€20.00m
https://www.transfermarkt.com/matthias-ginter/profil/spieler/124502,Germany,€18.00m
https://www.transfermarkt.com/keven-schlotterbeck/profil/spieler/413843,Germany,€3.00m
https://www.transfermarkt.com/kenneth-schmidt/profil/spieler/527276,Germany,€3.00m
https://www.transfermarkt.com/manuel-gulde/profil/spieler/45683,Germany,€1.50m
https://www.transfermarkt.com/christian-gunter/profil/spieler/93707,Germany,€7.50m
https://www.transfermarkt.com/kiliann-sildillia/profil/spieler/548348,France,€12.00m
https://www.transfermarkt.com/hugo-siquet/profil/spieler/578680,Belgium,€3.30m
https://www.transfermarkt.com/lukas-kubler/profil/spieler/93604,Germany,€2.50m
https://www.transfermarkt.com/jonathan-schmid/profil/spieler/70285,France,€900k
https://www.transfermarkt.com/yannik-keitel/profil/spieler/342039,Germany,€4.00m
https://www.transfermarkt.com/nicolas-hofler/profil/spieler/55099,Germany,€2.50m
https://www.transfermarkt.com/maximilian-eggestein/profil/spieler/190284,Germany,€10.00m
https://www.transfermarkt.com/merlin-rohl/profil/spieler/608832,Germany,€2.00m
https://www.transfermarkt.com/robert-wagner/profil/spieler/690429,Germany,€1.40m
https://www.transfermarkt.com/kimberly-ezekwem/profil/spieler/453865,Germany,€350k
https://www.transfermarkt.com/daniel-kofi-kyereh/profil/spieler/272587,Ghana,€8.00m
https://www.transfermarkt.com/vincenzo-grifo/profil/spieler/185077,Italy,€12.00m
https://www.transfermarkt.com/noah-weisshaupt/profil/spieler/392163,Germany,€4.00m
https://www.transfermarkt.com/ritsu-doan/profil/spieler/358504,Japan,€18.00m
https://www.transfermarkt.com/roland-sallai/profil/spieler/332798,Hungary,€10.00m
https://www.transfermarkt.com/woo-yeong-jeong/profil/spieler/297583,"Korea, South",€3.50m
https://www.transfermarkt.com/michael-gregoritsch/profil/spieler/120205,Austria,€8.00m
https://www.transfermarkt.com/lucas-holer/profil/spieler/248999,Germany,€5.00m
https://www.transfermarkt.com/nils-petersen/profil/spieler/42936,Germany,-
https://www.transfermarkt.com/oliver-baumann/profil/spieler/55089,Germany,€4.00m
https://www.transfermarkt.com/philipp-pentke/profil/spieler/8246,Germany,€300k
https://www.transfermarkt.com/luca-philipp/profil/spieler/432671,Germany,€300k
https://www.transfermarkt.com/nahuel-noll/profil/spieler/600942,Germany,€250k
https://www.transfermarkt.com/ozan-kabak/profil/spieler/361260,Turkey,€10.00m
https://www.transfermarkt.com/stanley-nsoki/profil/spieler/371141,France,€5.50m
https://www.transfermarkt.com/kevin-akpoguma/profil/spieler/160241,Nigeria,€3.50m
https://www.transfermarkt.com/kevin-vogt/profil/spieler/84435,Germany,€2.50m
https://www.transfermarkt.com/eduardo-quaresma/profil/spieler/504073,Portugal,€2.50m
https://www.transfermarkt.com/john-anthony-brooks/profil/spieler/124732,United States,€2.00m
https://www.transfermarkt.com/ermin-bicakcic/profil/spieler/51676,Bosnia-Herzegovina,€700k
https://www.transfermarkt.com/joshua-quarshie/profil/spieler/790918,Germany,€250k
https://www.transfermarkt.com/benjamin-hubner/profil/spieler/52348,Germany,-
https://www.transfermarkt.com/angelino/profil/spieler/277179,Spain,€12.00m
https://www.transfermarkt.com/pavel-kaderabek/profil/spieler/143798,Czech Republic,€3.00m
https://www.transfermarkt.com/justin-che/profil/spieler/796429,United States,€1.50m
https://www.transfermarkt.com/diadie-samassekou/profil/spieler/315604,Mali,€7.00m
https://www.transfermarkt.com/angelo-stiller/profil/spieler/443710,Germany,€5.00m
https://www.transfermarkt.com/sebastian-rudy/profil/spieler/57051,Germany,€1.00m
https://www.transfermarkt.com/melayro-bogarde/profil/spieler/476915,Netherlands,€600k
https://www.transfermarkt.com/dennis-geiger/profil/spieler/251309,Germany,€8.00m
https://www.transfermarkt.com/grischa-promel/profil/spieler/234029,Germany,€7.00m
https://www.transfermarkt.com/finn-ole-becker/profil/spieler/334999,Germany,€2.50m
https://www.transfermarkt.com/umut-tohumcu/profil/spieler/569031,Germany,€1.50m
https://www.transfermarkt.com/robert-skov/profil/spieler/270393,Denmark,€6.50m
https://www.transfermarkt.com/christoph-baumgartner/profil/spieler/324278,Austria,€24.00m
https://www.transfermarkt.com/tom-bischof/profil/spieler/822959,Germany,€3.50m
https://www.transfermarkt.com/muhammed-damar/profil/spieler/789898,Germany,€1.00m
https://www.transfermarkt.com/jacob-bruun-larsen/profil/spieler/293281,Denmark,€3.00m
https://www.transfermarkt.com/andrej-kramaric/profil/spieler/46580,Croatia,€8.00m
https://www.transfermarkt.com/ihlas-bebou/profil/spieler/237164,Togo,€7.00m
https://www.transfermarkt.com/munas-dabbur/profil/spieler/145866,Israel,€3.00m
https://www.transfermarkt.com/fisnik-asllani/profil/spieler/524290,Germany,€800k
https://www.transfermarkt.com/frederik-ronnow/profil/spieler/107775,Denmark,€5.50m
https://www.transfermarkt.com/lennart-grill/profil/spieler/309397,Germany,€1.00m
https://www.transfermarkt.com/jakob-busk/profil/spieler/203411,Denmark,€250k
https://www.transfermarkt.com/yannic-stein/profil/spieler/698840,Germany,€200k
https://www.transfermarkt.com/danilho-doekhi/profil/spieler/387047,Netherlands,€17.00m
https://www.transfermarkt.com/diogo-leite/profil/spieler/357156,Portugal,€15.00m
